"x","y","topics","Freq","cluster"
"-0.09838055","-0.09915191","215","0.1837471","1"
"0.07138217","-0.0440031","216","0.182974","1"
"-0.1710732","-0.04186939","217","0.18293","1"
"0.0239997","0.143804","218","0.1796394","1"
"0.009364297","0.03275098","219","0.1794193","1"
"-0.02840443","-0.008997749","220","0.1793766","1"
"-0.1540485","0.005726776","221","0.1792337","1"
"0.01737722","-0.03581867","222","0.1790673","1"
"0.008431984","0.04999443","223","0.1788416","1"
"0.1266488","-0.02901735","224","0.1787363","1"
"0.003871456","0.1492215","225","0.1764668","1"
"0.05264668","0.02361164","226","0.1764272","1"
"-0.03418621","0.1837677","227","0.1762377","1"
"0.08261241","-0.05765799","228","0.1762287","1"
"-0.06811336","0.1241296","229","0.1762081","1"
"0.002031742","0.04237581","230","0.176048","1"
"-0.1007476","-0.02374451","231","0.1758979","1"
"-0.05837834","0.008011401","232","0.1758275","1"
"-0.01737535","-0.08740451","233","0.1749321","1"
"0.03361023","-0.02446613","234","0.1747639","1"
"-0.0596821","0.06119958","235","0.1746839","1"
"-0.06173451","0.05856937","236","0.1745319","1"
"-0.002354305","-0.01035649","237","0.1743616","1"
"0.03520985","-0.09860479","238","0.1743538","1"
"0.1021843","0.1031129","239","0.1739323","1"
"-0.1195267","-0.04237052","240","0.1738814","1"
"4.232055E-05","-0.02460241","241","0.1734863","1"
"0.01185588","0.1063138","242","0.1730789","1"
"0.003585073","0.1298231","243","0.1729296","1"
"-0.01790255","-0.06091653","244","0.1724605","1"
"0.08326414","-0.0839513","245","0.1724501","1"
"-0.06666379","-0.04812986","246","0.1722071","1"
"-0.07049182","0.08523728","247","0.172045","1"
"0.1162749","0.04638448","248","0.1720208","1"
"0.06853823","0.02016579","249","0.1718593","1"
"-0.03559554","-0.03540542","250","0.1717357","1"
"0.02955057","-0.1563134","251","0.1714425","1"
"0.05969121","-0.03321408","252","0.1712247","1"
"0.06820414","0.05110733","253","0.1711105","1"
"0.02356509","0.03824759","254","0.1708985","1"
"0.0912604","-0.05600287","255","0.1708911","1"
"0.07018234","0.09944078","256","0.170813","1"
"0.01323641","-0.06001806","257","0.1704537","1"
"0.05339468","-0.08763785","258","0.1704401","1"
"0.03330104","0.01993171","259","0.1704199","1"
"0.1412251","0.06022058","260","0.1703288","1"
"-0.07731121","-0.06079044","261","0.1701195","1"
"0.1020975","0.07907622","262","0.1697602","1"
"0.09640514","-0.0195777","263","0.1697526","1"
"-0.0275415","-0.06385178","264","0.1696398","1"
"0.001896384","0.07391175","265","0.1694882","1"
"0.03762116","-0.09189153","266","0.1693661","1"
"0.0904181","-0.1133712","267","0.1689156","1"
"0.06248237","-0.006227836","268","0.1680004","1"
"-0.03555305","-0.08888534","269","0.1679728","1"
"-0.01047218","0.1600474","270","0.1679208","1"
"0.01283107","-0.01236452","271","0.1677143","1"
"-0.03846047","0.007073618","272","0.1676533","1"
"0.05486761","0.0278237","273","0.1673293","1"
"0.01091259","-0.0958986","274","0.1673226","1"
"0.14139","0.1552751","275","0.1669399","1"
"0.1094466","-0.04533946","276","0.1668995","1"
"0.01328848","0.1094595","277","0.1668191","1"
"-0.08861687","-0.04413152","278","0.1663305","1"
"-0.05212677","-0.06809513","279","0.1659786","1"
"-0.02393933","-0.09369694","280","0.1658618","1"
"-0.1607065","-0.05606624","281","0.1657428","1"
"-0.1340289","-0.08953347","282","0.1657299","1"
"-0.09091544","-0.01668826","283","0.1653216","1"
"-0.01637597","0.1333018","284","0.165209","1"
"-0.0358132","0.1654773","285","0.1650765","1"
"-0.02581839","-0.07663978","286","0.1647456","1"
"0.09114829","0.02819799","287","0.1645857","1"
"-0.08728284","0.04781026","288","0.1641806","1"
"-0.04279542","0.01448369","289","0.1638469","1"
"-0.02221138","-0.01448989","290","0.163764","1"
"0.2100741","0.02719988","291","0.1636709","1"
"0.09413515","-0.02340417","292","0.1625227","1"
"-0.008488232","-0.0104046","293","0.1618838","1"
"0.1533538","-0.04370231","294","0.1613567","1"
"-0.08646964","-0.04230181","295","0.1613153","1"
"0.01912552","-0.04431593","296","0.1607508","1"
"0.03462979","-0.04086683","297","0.1606499","1"
"-0.1420386","0.01677457","298","0.1595566","1"
"0.06320056","-0.07513514","299","0.1592472","1"
"-0.08514032","0.140629","300","0.159243","1"
"-0.02335847","0.2259595","301","0.1592342","1"
"0.07501845","0.1651351","302","0.158295","1"
"0.07324934","-0.02891455","303","0.15811","1"
"0.02198368","0.1256032","304","0.1580002","1"
"0.07923132","0.01477237","305","0.15765","1"
"-0.06005301","-0.12733","306","0.1573515","1"
"-0.14807","-0.02697933","307","0.1572941","1"
"-0.03638142","0.006928148","308","0.1568454","1"
"-0.0711869","-0.03948991","309","0.1565265","1"
"0.05675133","0.1413013","310","0.1562023","1"
"0.06888108","-0.05085435","311","0.1557359","1"
"0.02261155","0.03023453","312","0.1555128","1"
"0.08808023","-0.001306417","313","0.1553982","1"
"0.06002957","-0.003826723","314","0.1551773","1"
"-0.03974288","-0.0127524","315","0.1548974","1"
"0.01778013","-0.04137087","316","0.1536788","1"
"-0.08170221","-0.1182836","317","0.153464","1"
"0.05340661","-0.01303003","318","0.1532407","1"
"-0.04406483","-0.03671794","319","0.1531567","1"
"0.02274488","0.04588748","320","0.1519649","1"
"-0.03120165","0.07522224","321","0.1507712","1"
"-0.05992783","0.1965025","322","0.1505022","1"
"0.05208427","0.0547919","323","0.1496407","1"
"-0.001550856","-0.07288625","324","0.1477904","1"
"-0.007108371","-0.03515082","325","0.1474174","1"
"-0.1088422","-0.02469723","326","0.1473332","1"
"-0.05647078","0.07327708","327","0.1470336","1"
"-0.0641289","0.03707692","328","0.1463964","1"
"0.05217933","0.009105684","329","0.1460656","1"
"0.1723531","0.01388519","330","0.1458747","1"
"-0.02607297","0.06861927","331","0.145812","1"
"-0.1213956","-0.09338578","332","0.1456757","1"
"-0.06719056","0.04585173","333","0.1452087","1"
"-0.1466572","-0.01211139","334","0.1448704","1"
"-0.09186285","-0.003046262","335","0.1441219","1"
"-0.08392685","-0.0680714","336","0.1440265","1"
"0.05765207","0.1225015","337","0.1439136","1"
"0.1582079","-0.0978907","338","0.1433026","1"
"-0.1157518","-0.006030212","339","0.1430399","1"
"0.1022424","0.08968779","340","0.1421835","1"
"-0.04694717","0.09032663","341","0.1419722","1"
"0.08222896","0.09275804","342","0.1414886","1"
"-0.01306047","-0.0294143","343","0.1402558","1"
"-0.03304888","-0.06417428","344","0.1397749","1"
"0.07150134","0.07808391","345","0.1395985","1"
"-0.02603786","0.09925501","346","0.1375612","1"
"-0.06904644","0.01126915","347","0.1365428","1"
"-0.02481296","0.0373919","348","0.1364266","1"
"0.1395974","-0.07512262","349","0.1361757","1"
"0.05830902","-0.0689067","350","0.1357978","1"
"0.1032155","-0.03335034","351","0.1355273","1"
"0.02842746","0.09496273","352","0.1353729","1"
"0.0730493","-0.02455044","353","0.1350558","1"
"0.07186881","-0.03592375","354","0.1346889","1"
"0.0500644","-0.004162792","355","0.134192","1"
"0.1177781","0.02787935","356","0.1340991","1"
"-0.04368522","0.04840691","357","0.1337341","1"
"-0.04716159","-0.06612951","358","0.1337032","1"
"0.04489988","0.0009368721","359","0.133088","1"
"-0.08331502","0.09092252","360","0.131828","1"
"-0.02600133","-0.03916935","361","0.131411","1"
"-0.06695629","0.102068","362","0.1298414","1"
"0.001412062","-0.03431279","363","0.1289783","1"
"-0.115884","0.1112899","364","0.128254","1"
"0.01235302","0.0848751","365","0.1275815","1"
"0.09198614","-0.03295197","366","0.1274521","1"
"0.04126164","-0.02733319","367","0.1244872","1"
"0.0173459","-0.0417704","368","0.1235691","1"
"0.08498945","0.1070902","369","0.1232574","1"
"-0.04556313","0.01867486","370","0.1225219","1"
"-0.1075332","-0.05386091","371","0.1223955","1"
"-0.09692965","-0.003425379","372","0.1216602","1"
"0.05685613","-0.007217142","373","0.120587","1"
"0.02718131","0.04674512","374","0.1186588","1"
"-0.03029768","-0.007119234","375","0.1172756","1"
"0.003955419","0.06886729","376","0.1171382","1"
"0.05851456","0.00105043","377","0.1153662","1"
"0.04307182","-0.06127807","378","0.1143091","1"
"-0.06557042","0.1149286","379","0.1140957","1"
"-0.0282074","-0.04345451","380","0.1134417","1"
"0.06690779","0.07019103","381","0.1110037","1"
"-0.07809508","0.08411937","382","0.1103953","1"
"-0.02547606","0.1929575","383","0.1094795","1"
"-0.06501825","0.01407942","384","0.109287","1"
"-0.05398651","0.07205911","385","0.1087865","1"
"0.04096708","-0.01959419","386","0.1062666","1"
"-0.03451073","0.1245356","387","0.1012047","1"
"-0.05693492","0.01789942","388","0.09957333","1"
"0.05720781","-0.09855666","389","0.09890784","1"
"-0.01440063","0.1486625","390","0.09690941","1"
"-0.03049504","0.1115859","391","0.09678215","1"
"0.001187081","-0.002032484","392","0.09612821","1"
"0.1090442","-0.05301202","393","0.09462213","1"
"-0.0140969","-0.02752068","394","0.09114879","1"
"-0.0173772","-0.07782582","395","0.08789808","1"
"0.03888058","0.03670934","396","0.08711698","1"
"0.06256264","0.002345803","397","0.08670855","1"
"0.02472689","0.04616967","398","0.08118922","1"
"0.0800553","-0.04437913","399","0.07636865","1"
"0.0008177346","-0.03684238","400","0.008687893","1"
